name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url
"['Eat Happy: Gluten Free, Grain Free, Low Carb Recipes for a Joyful Life']","
Vocino,Anna",54.48,64.18,224,['BLOOMSBURY                    '],Hardcover,04/06/2013,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781941536889
['The Bourbon Bible'],"
Zandona,Eric",33.72,41.18,304,['HARRY N ABRAMS INC            '],Hardcover,09/10/2018,['51 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781784724573
['Appetites: A Cookbook'],"
Bourdain,Anthony",58.85,69.32,265,['TEN SPEED PR                  '],Hardcover,18/09/2012,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062409959
['The Complete Milk Street TV Show Cookbook (2017-2019): Every Recipe from Every Episode of the Popular TV Show'],"
Kimball,Christopher",69.75,82.16,216,['INSIGHT ED                    '],Hardcover,18/10/2016,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316415842
['The Ultimate Instant Pot Cookbook: 200 Deliciously Simple Recipes for Your Electric Pressure Cooker'],"
Morante,Coco",50.64,59.65,368,['EXPERIMENT                    '],Hardcover,14/08/2012,['32 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780399582059
['Bread Illustrated: A Step-By-Step Guide to Achieving Bakery-Quality Results at Home'],"
America'sTestKitchen",53.69,63.24,208,['WELDON OWEN                   '],Paperback,04/12/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781940352602
['The Autoimmune Paleo Cookbook: An Allergen-Free Approach to Managing Chronic Illness'],"
Trescott,Mickey",55.21,65.04,224,['PAGE STREET PUB               '],Hardcover,10/01/2017,['45 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780578135212
['Puerto Rican Cookery'],"
Valldejuli,Carmen",38.88,47.48,448,['VICTORY BELT PUB              '],Hardcover,11/04/2017,['238 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780882894119
['Bosh!: Simple Recipes * Amazing Food * All Plants'],"
Theasby,Ian",44.79,52.76,368,['SPIEGEL & GRAU                '],Hardcover,20/11/2018,['33 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062820686
"['Skinnytaste One and Done: 140 No-Fuss Dinners for Your Instant Pot(r), Slow Cooker, Air Fryer, Sheet Pan, Skillet, Dutch Oven, and More']","
Homolka,Gina",50.19,59.12,456,['ARTISAN                       '],Hardcover,16/10/2018,['71 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781524762155
['Air Fryer Cookbook: 550 Easy and Delicious Air Fryer Recipes for Fast and Healthy Meals (with Nutrition Facts)'],"
Robbins,Amanda",21.89,26.73,128,['POTTER CLARKSON N             '],Paperback,25/09/2018,['81 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781719598354
"[""Mary Berry's Baking Bible: Over 250 Classic Recipes""]","
Berry,Mary",86.83,102.28,192,['ROCKRIDGE PR                  '],Hardcover,31/07/2018,['123 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781846077852
['The Little Book of Fika: The Uplifting Daily Ritual of the Swedish Coffee Break'],"
Balslev,Lynda",13.55,16.55,192,['PAGE STREET PUB               '],Hardcover,09/10/2018,['31 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781449489847
"['Making Artisan Pasta: How to Make a World of Handmade Noodles, Stuffed Pasta, Dumplings, and More']","
Green,Aliza",35.11,42.87,240,['UNIV OF MINNESOTA PR          '],Paperback,09/10/2018,['18 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781592537327
"['Bread Baking for Beginners: The Essential Guide to Baking Kneaded Breads, No-Knead Breads, and Enriched Breads']","
Ohara,Bonnie",26.03,31.79,176,['RODALE PR                     '],Paperback,24/10/2017,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781641521192
['The Ultimate Instant Pot Pressure Cooker Cookbook: 200 Easy Foolproof Recipes'],"
Sanders,Ella",34.7,42.37,224,['ARTISAN                       '],Paperback,29/05/2018,['9 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781250156457
"['The Minimalist Kitchen: 100 Wholesome Recipes, Essential Tools, and Efficient Techniques']","
Coleman,Melissa",55.07,64.87,240,['POTTER CLARKSON N             '],Hardcover,29/10/2002,['15 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780848755263
"[""Jim Murray's Whiskey Bible 2019""]","
Murray,Jim",26.84,32.78,576,['PHAIDON PRESS INC.            '],Paperback,15/10/2018,['175 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780993298639
"[""Gordon Ramsay's Home Cooking: Everything You Need to Know to Make Fabulous Food""]","
Ramsay,Gordon",52.73,62.11,192,['OXMOOR HOUSE INC              '],Hardcover,04/09/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781455525256
['Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face'],"
Toyota,Lauren",33.94,41.45,337,['RIVERHEAD                     '],Paperback,01/08/2006,['19 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780399580147
"['Keto Meal Prep: The Ultimate Keto Meal Prep Guide for Beginners (Weight Loss, Save Time, Eat Healthier & Save Money)']","
Lorenzo,DrMeal",13.1,16.0,288,['HOUGHTON MIFFLIN              '],Paperback,05/06/2018,['21 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781719153591
['Prison Ramen: Recipes and Stories from Behind Bars'],"
Collins,Clifton",21.57,26.34,416,['HOUGHTON MIFFLIN              '],Paperback,16/10/2018,['42 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761185529
"['The Engine 2 Cookbook: More Than 130 Lip-Smacking, Rib-Sticking, Body-Slimming Recipes to Live Plant-Strong']","
Esselstyn,Rip",51.43,60.58,336,['HARPER WAVE                   '],Hardcover,23/10/2018,['90 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781455591206
"['Veganomicon, 10th Anniversary Edition: The Ultimate Vegan Cookbook']","
Moskowitz,IsaChandra",60.09,70.78,320,['BBC BOOKS                     '],Hardcover,23/09/2014,['61 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780738218991
"[""Drinking with the Saints: The Sinner's Guide to a Holy Happy Hour""]","
Foley,MichaelP.",56.12,66.11,160,['RUNNING PR BOOK PUBL          '],Hardcover,23/04/2013,['118 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781621573265
['Keto Instant Pot: 130+ Healthy Low-Carb Recipes for Your Electric Pressure Cooker or Slow Cooker'],"
Emmerich,Maria",54.98,64.77,320,['TEN SPEED PR                  '],Paperback,16/10/2018,['84 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628603286
