name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url
Too Much and Not the Mood: Essays,"
Chew-Bose,Durga",18.3,24.44,272,BALLANTINE BOOKS              ,Paperback,30/10/2018,['1 copy available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780374535957
Feminists Don't Wear Pink and Other Lies: Amazing Women on What the F-Word Means to Them,"
Curtis,Scarlett",25.41,33.93,592,W W NORTON & CO INC           ,Hardcover,06/11/2018,['48 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781984819178
"Read Harder (a Reading Log): Track Books, Chart Progress","
BookRiot",21.33,28.49,169,GRAY WOLF PR                  ,Paperback,07/10/2014,['114 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781419732553
In a Narrow Grave: Essays on Texas,"
McMurtry,Larry",20.24,27.03,166,HAYMARKET BOOKS               ,Paperback,04/09/2018,['138 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631493539
The Things I Would Tell You: British Muslim Women Write,"
Mahfouz,Sabrina",23.18,30.95,224,GRAY WOLF PR                  ,Paperback,05/02/2019,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780863561467
A Letter from Manus Island,"
Boochani,Behrouz",27.4,36.59,120,DA CAPO PR                    ,Paperback,02/03/2005,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780648398394
Good Hunting: In the Pursuit of Big Game in the West,"
Roosevelt,Theodore",13.96,18.65,288,MARINER BOOKS                 ,Paperback,17/04/2018,['34 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628737974
Feel Free: Essays,"
Smith,Zadie",37.31,49.82,336,MARINER BOOKS                 ,Hardcover,03/10/2017,['478 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781594206252
A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,"
Wallace,DavidFoster",21.18,28.28,128,COFFEE HOUSE PR               ,Paperback,04/04/2017,['108 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316925280
What Are We Doing Here?: Essays,"
Robinson,Marilynne",33.3,44.47,336,MARINER BOOKS                 ,Hardcover,02/10/2018,['98 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780374282219
"In Loving Memory Funeral Guest Book, Memorial Guest Book, Condolence Book, Remembrance Book for Funerals or Wake, Memorial Service Guest Book: Hardcov","
Publications,Angelis",27.8,37.12,240,FARRAR STRAUS & GIROUX        ,Hardcover,13/11/2018,['303 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780995651661
"Hamlet, Prince of Denmark","
Shakespeare,William",17.17,22.93,1392,OXFORD UNIV PR                ,Paperback,28/11/2017,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780521532525
"Nautical Guest Book (Hardcover), Visitors Book, Guest Comments Book, Vacation Home Guest Book, Beach House Guest Book, Visitor Comments Book, Seaside","
Publications,Angelis",27.8,37.12,360,STRANGE ATTRACTOR             ,Hardcover,15/01/2019,['19 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780995694996
Touchstone Anthology of Contemporary Creative Nonfiction: Work from 1970 to the Present,"
Williford,Lex",28.49,38.04,368,ALFRED A KNOPF                ,Paperback,12/02/2019,['169 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781416531746
The Letters of Sylvia Plath Vol 2: 1956-1963,"
Plath,Sylvia",66.11,82.75,160,NEW DIRECTIONS                ,Hardcover,27/11/2018,['17 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062740588
"Essential Essays: Culture, Politics, and the Art of Poetry","
Rich,Adrienne",38.19,50.99,190,CROSSING PR                   ,Hardcover,01/08/2007,['5 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393652369
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,"
Lopate,Phillip",33.67,44.96,238,FARRAR STRAUS & GIROUX        ,Paperback,28/10/2008,['14 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780385423397
Los Angeles in the 1970s: Weird Scenes Inside the Goldmine,"
Kukoff,David",22.47,30.0,1112,RACE POINT PUB                ,Paperback,27/10/2014,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781942600718
Lost Names: Scenes from a Korean Boyhood,"
Kim,RichardE.",36.42,48.63,240,MARINER BOOKS                 ,Paperback,15/01/2019,['139 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780520268128
Call Them by Their True Names: American Crises (and Essays),"
Solnit,Rebecca",62.38,78.08,222,FARRAR STRAUS & GIROUX        ,Hardcover,10/11/2009,['19 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781608463299
"The Destiny Thief: Essays on Writing, Writers and Life","
Russo,Richard",31.75,42.39,272,SCRIBNER  MACMILLAN           ,Hardcover,30/10/2018,['15 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781524733513
Welcome Home: A Memoir with Selected Photographs and Letters,"
Berlin,Lucia",31.11,41.54,200,MCSWEENEYS                    ,Hardcover,20/11/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780374287597
The Oxford Book of American Short Stories,"
CarolOates,Joyce",33.01,44.08,384,GROVE/ATLANTIC INC            ,Paperback,10/04/2018,['51 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780199744398
Slouching Towards Bethlehem: Essays,"
Didion,Joan",19.6,26.18,240,BANTAM DELL                   ,Hardcover,02/10/2018,['19 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781250160652
On Being Ill: With Notes from Sick Rooms by Julia Stephen,"
Woolf",19.24,25.69,320,SIMON & SCHUSTER              ,Paperback,10/10/2000,['17 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781930464131
"Love Beyond Body, Space, and Time","
VanCamp,Richard",15.74,21.02,240,HOUGHTON MIFFLIN              ,Paperback,05/12/2017,['10 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780993997075
The Empathy Exams: Essays,"
Jamison,Leslie",20.41,27.25,352,FARRAR STRAUS & GIROUX        ,Paperback,02/10/2018,['57 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781555976712
